Nome,Preço,Foto,Descrição,Código,Categoria,Embalagem-Largura,Embalagem-Altura,Embalagem-Comprimento,Embalagem-Peso,Embalagem-Transporte,Estoque-Saldo,Variacao1,Variavel1,Variacao2,Variavel2,Variacao3,Variavel3,Variacao4,Variavel4
01 unid - Chaveiros E Cordões Cordão Com Mosquetão,17.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/679FA36D-C97E-4BC3-9881-E0A75DBC2187.jpg?20231221112633667,Abridores E Chaveiros,CCM1201,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Chaveiros E Cordões Cordão Com Mosquetão,40.5,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1E72EF7-FC14-49FF-8D2F-C830B7AF32E9.jpg?20231221112634107,Abridores E Chaveiros,CCM1205,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Cordão Com Mosquetão,64.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/4717A3E7-780A-448F-B82F-CAE4E103A25B.jpg?20231221112634573,Abridores E Chaveiros,CCM1210,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Cordão Com Mosquetão,135.9,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30905C4D-8C18-4F60-8250-FBB4F06596EE.jpg?20231221112635013,Abridores E Chaveiros,CCM1225,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Cordão Com Mosquetão,255.58,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/915F614B-FF93-4B21-BB8B-A42EA235D5C7.jpg?20231221112635433,Abridores E Chaveiros,CCM1250,Abridores E Chaveiros,,,,,,,,,,,,,,
01 unid - Chaveiros E Cordões Cordão Com Mosquetão,22.5,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/324E65A6-B3ED-4E33-AB39-EFEC994B9DCC.jpg?20231221112635840,Abridores E Chaveiros,CCM1501,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Chaveiros E Cordões Cordão Com Mosquetão,44.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/2AB2AB97-959A-4A6D-BCA3-A851B50A88A3.jpg?20231221112636247,Abridores E Chaveiros,CCM1505,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Cordão Com Mosquetão,71.98,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/7805D2A0-09A0-4C20-8762-C92433F4432D.jpg?20231221112636653,Abridores E Chaveiros,CCM1510,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Cordão Com Mosquetão,154.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/6EEA8DB3-E6D8-49BC-A826-EE9B22C353CB.jpg?20231221112637090,Abridores E Chaveiros,CCM1525,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Cordão Com Mosquetão,293.38,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/D6110377-4765-4C6D-9D66-10B3D154E0A3.jpg?20231221112637530,Abridores E Chaveiros,CCM1550,Abridores E Chaveiros,,,,,,,,,,,,,,
01 unid - Chaveiros E Cordões Cordão Com Mosquetão,26.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/8BF57669-F05A-4095-A593-97A55268757C.jpg?20231221112638000,Abridores E Chaveiros,CCM2001,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Chaveiros E Cordões Cordão Com Mosquetão,51.3,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/CEC915B4-E7CE-4B72-8622-96DFA4B579B3.jpg?20231221112638420,Abridores E Chaveiros,CCM2005,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Cordão Com Mosquetão,82.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/E21E4DD1-803B-4D1A-97B1-9A1AA12E8439.jpg?20231221112638827,Abridores E Chaveiros,CCM2010,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Cordão Com Mosquetão,180.9,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/CDBB6FB8-3C88-4B7A-803B-2AA476AD7771.jpg?20231221112639327,Abridores E Chaveiros,CCM2025,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Cordão Com Mosquetão,341.98,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/6D5A1BA1-F549-4967-B683-A7A4BFD68A49.jpg?20231221112639760,Abridores E Chaveiros,CCM2050,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Metal Resinado,130.5,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F441B9A6-0193-46B0-9E77-06F60CD1026B.jpg?20231221112705123,Abridores E Chaveiros,CHRA3E10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Metal Resinado,313.18,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/AC1C6E40-DDF7-42F0-A4DD-E37099966B72.jpg?20231221112705513,Abridores E Chaveiros,CHRA3E25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Metal Resinado,580.55,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/AC3E7C54-7969-45D4-884C-92DC9893A084.jpg?20231221112705873,Abridores E Chaveiros,CHRA3E50,Abridores E Chaveiros,,,,,,,,,,,,,,
100 unid - Chaveiros E Cordões Metal Resinado,1013.25,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/EF2832A5-9B3E-41C6-8865-31011513A1AA.jpg?20231221112706267,Abridores E Chaveiros,CHRA3E100,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Metal Resinado,132.3,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/CF9727BC-111F-42F4-805F-025D0CBC8131.jpg?20231221112706640,Abridores E Chaveiros,CHRAB10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Metal Resinado,314.98,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A4309796-F793-4B39-A99F-ABC34FC449AB.jpg?20231221112707030,Abridores E Chaveiros,CHRAB25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Metal Resinado,583.95,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/90D52021-122A-4A23-A48F-628E24C5006F.jpg?20231221112707500,Abridores E Chaveiros,CHRAB50,Abridores E Chaveiros,,,,,,,,,,,,,,
100 unid - Chaveiros E Cordões Metal Resinado,1019.25,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/987BB0C7-ACB9-4F67-ABF2-5E3E0B2DCDD9.jpg?20231221112707877,Abridores E Chaveiros,CHRAB100,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Metal Resinado,112.5,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/83204EEE-A1D0-463D-9E72-FF18FF683FB4.jpg?20231221112708267,Abridores E Chaveiros,CHRACB10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Metal Resinado,267.3,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/19B14D4C-8929-4984-A0A9-6690596E1B95.jpg?20231221112708660,Abridores E Chaveiros,CHRACB25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Metal Resinado,493.85,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/2416DA30-B0C6-46CA-89BE-0C69327084B8.jpg?20231221112709020,Abridores E Chaveiros,CHRACB50,Abridores E Chaveiros,,,,,,,,,,,,,,
100 unid - Chaveiros E Cordões Metal Resinado,919.2,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/880E7B34-84A5-4C47-8F0B-F6E686AC5440.jpg?20231221112709397,Abridores E Chaveiros,CHRACB100,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Metal Resinado,163.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/C9A2C49A-CA91-4C91-BCEC-272A8E2EC353.jpg?20231221112709767,Abridores E Chaveiros,CHRACU10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Metal Resinado,372.28,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A6615D51-7DB3-4DC8-978B-720681817476.jpg?20231221112710127,Abridores E Chaveiros,CHRACU25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Metal Resinado,688.8,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/E090BC50-8F9C-4B2F-8DE9-72A4F47DC966.jpg?20231221112710483,Abridores E Chaveiros,CHRACU50,Abridores E Chaveiros,,,,,,,,,,,,,,
100 unid - Chaveiros E Cordões Metal Resinado,1239.74,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/EAF4437C-F657-4D04-81B4-B7F5338EA4C9.jpg?20231221112710860,Abridores E Chaveiros,CHRACU100,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Metal Resinado,124.18,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/6A4FF329-8610-4E84-9971-A796B5593F77.jpg?20231221112711300,Abridores E Chaveiros,CHAM10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Metal Resinado,290.7,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/BD24A7FF-8780-4566-A0FA-E56E921FEA0F.jpg?20231221112711660,Abridores E Chaveiros,CHAM25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Metal Resinado,540.58,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F961AF7F-FE7E-4063-8A90-1F905DE22EEA.jpg?20231221112712033,Abridores E Chaveiros,CHAM50,Abridores E Chaveiros,,,,,,,,,,,,,,
100 unid - Chaveiros E Cordões Metal Resinado,943.49,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/157F34C1-6924-4CB0-B3C4-7FBFCB61CF01.jpg?20231221112712393,Abridores E Chaveiros,CHAM100,Abridores E Chaveiros,,,,,,,,,,,,,,
01 unid - Abridores De Garrafa Cortador De Pizza,29.7,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/0671FBEC-A82C-448D-9402-BE2DB7DECE5E.jpg?20231221112620630,Abridores E Chaveiros,AGCORP01CP,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Abridores De Garrafa Cortador De Pizza,75.58,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/94A8FE91-3ADE-4B4C-A691-23F9B713DF66.jpg?20231221112621053,Abridores E Chaveiros,AGCORP5C,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Abridores De Garrafa Cortador De Pizza,134.98,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/3E588B57-13E4-440F-80A5-3DE28E11634B.jpg?20231221112621430,Abridores E Chaveiros,AGCORP10C,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Abridores De Garrafa Cortador De Pizza,341.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/605641BA-5290-437D-96C7-4E7BD3204D88.jpg?20231221112621833,Abridores E Chaveiros,AGCORP25C,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Abridores De Garrafa Cortador De Pizza,564.38,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/BE380EC5-F80D-44C6-B8F2-8D5CC1CC063B.jpg?20231221112622240,Abridores E Chaveiros,AGCORP50C,Abridores E Chaveiros,,,,,,,,,,,,,,
01 unid - Abridores De Garrafa Básico Com Imã,20.7,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/E2B1AAA3-BF4C-4FC4-9241-0143E474463A.jpg?20231221112614530,Abridores E Chaveiros,AGBI01PC1,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Abridores De Garrafa Básico Com Imã,64.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/0758C82B-8EAF-46D8-B055-BAFA61A45105.jpg?20231221112614970,Abridores E Chaveiros,AGBI5PC1,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Abridores De Garrafa Básico Com Imã,121.5,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/91A3FADF-A84C-4F51-8DB8-0EECC9CF3D51.jpg?20231221112615373,Abridores E Chaveiros,AGBI10PC1,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Abridores De Garrafa Básico Com Imã,267.3,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/BA167619-46D4-4C8A-9D0F-64379BB6B348.jpg?20231221112615767,Abridores E Chaveiros,AGBI25PCC,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Abridores De Garrafa Básico Com Imã,453.05,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/1E1779BF-BF40-42F1-8DDA-2F080BE981C6.jpg?20231221112616140,Abridores E Chaveiros,AGBI50PC1,Abridores E Chaveiros,,,,,,,,,,,,,,
01 unid - Abridores De Garrafa Cortador De Pizza,29.7,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/294F3F2C-B269-4949-89F4-BC95A1A4C40B.jpg?20231221112622630,Abridores E Chaveiros,AGCORP01C,Abridores E Chaveiros,,,,,,,,,,,,,,
05 unid - Abridores De Garrafa Cortador De Pizza,75.58,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A8EF7564-CC62-4995-95AD-BF586A42943B.jpg?20231221112623070,Abridores E Chaveiros,AGCORP5CC,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Abridores De Garrafa Cortador De Pizza,134.98,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/376AF0E5-DABB-47D7-8BAA-9FF214A0C05C.jpg?20231221112623490,Abridores E Chaveiros,AGCORP10CC,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Abridores De Garrafa Cortador De Pizza,341.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/47D7FFAC-5409-4862-8616-01B7F9449FEC.jpg?20231221112623930,Abridores E Chaveiros,AGCORP25CC,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Abridores De Garrafa Cortador De Pizza,564.38,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/95818BE8-5E55-4ED2-B35C-15BF33B4E806.jpg?20231221112624303,Abridores E Chaveiros,AGCORP50CC,Abridores E Chaveiros,,,,,,,,,,,,,,
10 unid - Chaveiros E Cordões Gravação A Laser,154.78,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/6D14D265-F73F-4AED-86E1-F87106CA7709.jpg?20231221112651477,Abridores E Chaveiros,CHLAZUR10,Abridores E Chaveiros,,,,,,,,,,,,,,
25 unid - Chaveiros E Cordões Gravação A Laser,350.1,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/516E51B9-10BB-477D-B035-655C4BC3E3CE.jpg?20231221112651850,Abridores E Chaveiros,CHLAZUR25,Abridores E Chaveiros,,,,,,,,,,,,,,
50 unid - Chaveiros E Cordões Gravação A Laser,540.58,https://arquivosgrafica.obs.la-south-2.myhuaweicloud.com/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/5D56D37E-242F-4D68-8AB9-9B8A69354E73.jpg?20231221112652210,Abridores E Chaveiros,CHLAZUR50,Abridores E Chaveiros,,,,,,,,,,,,,,
